,Ck,Ca,Ke,Ge
incipient,-2.6625245152986246,1.1223870637526945,339148.28287829005,-0.23489637409107317
intensification,-8.005012898204754,2.465935679892796,616926.7478787062,3.985341306967871
mature,-17.31972888541669,3.0945392055276146,1145625.8981796654,3.7099900603780633
decay,-17.043584254956293,2.4680849447846835,1144415.5035779425,2.4354608319002495
