,Ck,Ca,Ke,Ge
incipient,-2.239768495459245,0.6395655113038416,258046.20251947842,-1.4876513344132465
intensification,-3.681870414840657,1.5297645966816014,380636.54026395385,1.0282964882794334
mature,-7.175745867072581,2.109079021220391,586607.330978662,1.1554483738405439
decay,-8.957918032977114,1.9379639066331482,656887.7281309712,1.4389575228294724
