19950592,Ck,Ca,Ke,Ge
incipient,-3.6133909503545687,1.116061594182152,341627.3797553988,-2.2189928967778543
intensification,-8.139250929886124,2.5707605955171795,546473.8398827409,2.4501884163644707
mature,-5.212264794026353,1.4523717589343237,550678.1543342236,0.7117868167136202
decay,-2.5192205544433173,0.5985860727169471,287433.8576850211,0.02240522496145192
