20160523,Ck,Ca,Ke,Ge
incipient,-3.5837137517159956,1.4934645446790333,437310.16338779137,1.0365368534451385
intensification,-8.142152157166612,3.158629286543304,880880.186444331,9.99447818556856
mature,-14.896454492332744,3.413962452111433,1110783.6286827424,3.566155596850666
decay,-4.303937939303252,0.5741399885432871,393725.67727344134,-0.29864958865097546
