20160523,Ck,Ca,Ke,Ge
incipient,-1.9623884876537125,0.8386861836907514,345082.1301278162,0.9532717832195956
intensification,-6.388746952280541,1.8713760142935119,539946.8553557413,5.033250347854538
mature,-9.801687651522094,1.9699085301937782,662895.4860700893,2.472962010726554
decay,-7.247291967443088,0.9114009284630381,466164.0223365348,0.4411334845034868
