,Ck,Ca,Ke,Ge
incipient,-1.5228718461384727,0.33191157679781197,255153.38470589035,0.08432156071221714
intensification,-2.9675960107726382,0.882051456064354,319102.66698623716,3.1034893023808237
mature,-3.68410484731574,0.7285661897716043,337494.3041757336,1.3346849315597864
decay,-3.375974371843756,0.4297992883175233,282645.58866981085,0.5527475750162075
