,Ck,Ca,Ke,Ge
incipient,-4.331501827371095,1.1673476704920347,397326.7121270272,1.4377403091929317
intensification,-6.711854123416258,2.990230392853742,744897.370945126,6.611514204651638
mature,-12.985310236399146,3.028117294560666,1206007.0878421501,4.02448342023409
decay,-12.590546543522592,1.6974246925732468,1098973.9219386315,1.106256035572828
