19960715,Ck,Ca,Ke,Ge
incipient,-2.527535428883916,0.9784654210925303,250500.00579958985,0.9436849700696243
intensification,-3.007747085439879,1.019686140801012,300863.70749395515,3.0095041290426687
mature,-3.3790982117837722,0.63807174105173,281311.2451210535,1.5137958141879524
decay,-2.1858086425621215,0.4910546248804791,245369.71225874318,0.45016836600946
