,Ck,Ca,Ke,Ge
incipient,-3.0814576493138617,1.4047891714514193,305951.66354126297,1.754595900330359
intensification,-4.846098177123886,2.4318908623104725,489527.7009518803,4.368046323672324
mature,-3.1600724461319367,1.687854341874739,619694.2385499142,3.9232330227506913
decay,-3.4085720143930334,0.9743502432636875,480750.87482292834,1.5781541173054068
