2.662215643504587351e+05,3.049133503424720257e+05,2.716546366474241018e+06,8.969824778457009234e+05,-3.346825308464448145e+00,4.390583951424923193e+00,-4.500681659387342393e+01,8.883690451647375141e+00,-3.723187524907367596e-01,-7.464031265033508333e+00,-5.861994188499732417e+01,-2.405827193727852631e+01,5.403070117316187861e+02,4.836897166401882373e+02,-3.247531194052026837e+00,1.355042566981899732e+00,-9.903336930824103712e-01,-3.286449626811782210e+00,-1.284962007450488031e+01,-3.411134391031569457e+00,4.257437023687959954e-01,9.412396371283034568e+01,8.670688138444175408e+00,-3.324336949927383955e+01
6.592509696775450138e+05,-1.384808001106158481e+05,2.937676690485083964e+06,-4.689986898943657870e+05,-1.101086863984234299e+01,-1.791510235771891280e+00,2.532068335725336539e+01,-4.812062211991374738e+00,-8.509378977747049433e+00,1.115085930510453949e+01,8.389599558647995536e+01,4.103255255738258889e+00,-2.601928097108734619e+02,-2.445945125248941849e+02,-4.932333434099768432e+00,-3.396392684188151989e+00,-5.197116792226276871e+00,4.158314209550640683e+00,1.404345892949903174e+01,-1.990690286587756486e+00,-9.490116690093453045e+00,-8.416235137439190339e+01,-1.001309707177337671e+01,2.403880002691871098e+01
-8.812710766083747149e+04,-2.835094592979765730e+04,4.711190061006369069e+04,4.993691213332649204e+05,7.156679859352251150e+00,-1.554357544829253923e+00,-1.923113593662814225e+01,-6.440079753109404948e+00,-4.912235989558246807e-01,-1.083344551896891872e+01,-2.823193578242192636e+00,-2.275554303732030448e+01,4.641537785879868494e+01,2.175672498708774327e+01,1.298888154459952204e+00,-6.862655247000414294e-01,4.859710666854724082e+00,-3.913387117701310647e+00,-1.771321741104365444e+01,-4.594628463888530412e+00,1.095325658033354088e+01,-2.815567755525535176e+00,2.034336192987451497e+00,5.369858389913046537e+00
8.342669768966876436e+05,4.102927212921935716e+05,5.405926529496273957e+06,8.979154770325610880e+05,-3.773137697463423645e+00,6.892844707595888742e+00,-5.397531271276132259e+01,1.441725228027912031e+01,6.337923374411373878e+00,-8.709215066477465683e+00,-9.836610801771973911e+01,-2.837472508346847277e+01,6.980134881294601428e+02,5.957962828305059020e+02,-4.473507512568848377e+00,2.127241547314274506e+00,1.311112345186695727e+00,-3.695534510058191113e+00,1.389801759081282562e+00,-6.632008731948385361e+00,-1.907104019092219271e+00,1.575043601870257817e+02,1.253808812910250126e+01,-4.664984864152035016e+01
2.052045520446777111e+06,1.301949022814993747e+06,1.064982486263086274e+07,2.779986436242324300e+06,-7.367725162827883700e+00,2.372288452946778037e+01,-1.263712883582340112e+02,5.285027902607883021e+01,5.209219844694633395e+01,-2.984336755501574956e+01,-2.550264143575186324e+02,-4.341494319246260858e+01,1.301821642907986188e+03,1.030551727496579360e+03,-6.886835699026398139e+00,1.402712045143296393e+01,-2.362188090660749529e-01,-5.995179363261204486e+00,3.773083554517643989e+01,-8.051801929556376081e+00,-3.597325788937251900e+01,4.264962634237567727e+02,5.297558268836558426e+01,-1.438584261214066089e+02
1.558784602653245092e+05,-3.409176081678805640e+05,-1.012651354158288799e+06,-4.646721807701674406e+05,1.058331667542630861e+01,-5.805961609654164413e+00,2.633493765218361204e+01,-1.693890710260370014e+01,1.855342550944608426e+00,2.053382291929160441e+00,2.623079531527077179e+01,-1.186790804184290060e-01,-4.607972627483599126e+02,-4.454209214534751595e+02,2.301033630008104236e+00,-4.785603342519187287e+00,8.077489664896853938e+00,2.766965561507653160e+00,2.791735816421855532e+01,-2.640049933559908801e+00,1.099950217972439326e+01,-3.523169147866209983e+01,-1.041936222337104567e+01,4.075247390164584260e+01
3.118626730326039833e+05,7.309619123125095211e+04,9.951507376806037501e+05,2.727600533187240362e+05,6.410950008297455760e-01,1.513127206116436030e+00,3.489694322050942432e+00,3.215706706062825049e+00,8.404557004498972361e+00,-3.962403685059227243e+00,-9.600864615456686124e+00,2.629014418403977871e+00,-5.775556820199940944e+01,-7.580074486532046762e+01,-4.367991950135941548e-01,2.250057682025003114e+00,-2.735071557283896837e+00,2.061510464353884409e+00,7.092291372155647089e+00,3.313129382643985599e-01,-8.985406354836689147e+00,1.256236666473165187e+01,7.726493649359498228e+00,-2.023713864151472031e+00
9.020214536576900864e+05,5.709132597905498696e+05,3.529149951374457218e+06,1.587304008952169213e+06,1.468398474467922021e+01,9.420160777000551988e+00,-8.048196296526597848e+01,1.471042893673898888e+01,3.153309019460458629e+01,-1.190014668683155463e+01,-8.332702725846507974e+01,-2.227658465367257534e+01,4.256863373303111757e+02,2.624752614206136627e+02,1.129736583918008908e+00,7.701118158856132823e-01,-5.511956503965571130e+00,-1.760876712055446935e-01,-1.622684359412307487e+01,1.250743224713066937e+01,-1.294090117689039765e+01,1.328981618849287543e+02,1.701432717536444983e+01,-6.040837500120173331e+01
-3.875910255056284950e+05,-4.605046015366598149e+05,-2.458733691708312370e+06,-6.794132262476889882e+05,7.023629169778706327e+00,-9.502613054337588849e+00,5.034919272920157596e+01,-2.174064971717628936e+01,-1.442837780360857103e+01,7.976196507564772276e+00,8.240325257941687198e+01,1.406196261945707526e+01,-5.793839956195955665e+02,-4.971563000959066017e+02,3.166755229956498052e+00,-4.975732565015875686e+00,3.819589942020234385e+00,2.356399074892347123e+00,1.425915125173479403e+00,-1.232374025786521776e-01,1.576898386106992334e+01,-1.383501593532236029e+02,-1.785783409551113721e+01,5.790464242434214270e+01
-5.653091447843026835e+05,-4.066209923384606955e+05,-8.028731909695570357e+05,-3.584436451142869773e+05,1.150877538326082572e+01,-1.365717131151451547e+01,6.901605989556669840e+01,-2.367636406456121279e+01,-2.779377275671378555e+01,1.030874499804134103e+01,1.110437437811926742e+02,3.085822194649373884e+01,-6.510426205321490443e+02,-5.407039146355924686e+02,8.502429602923260887e+00,-3.197475808047010482e+00,9.594232448656407897e+00,-5.096891415130768266e+00,-2.803530839775291028e+01,-2.005728642490198332e+00,3.523960927711652147e+01,-2.196038874577731121e+02,-2.542482916621880662e+01,5.982847337114397135e+01
