,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,2247928.729470925,127091.64351267515,3672141.161018598,316000.8760602917,-4.535514861726192,1.4181882195536364,-2.1023359185295005,1.7387723260069379,9.553822579624228,-1.0978387274437598,15.560657373799808,2.3147664667634595,-8.75149319187034,0.03453016361224666,0.2691333450075371,0.6830206218246134,6.116307946168382,1.9463294605138075,-12.402015876789246,-2.806498647375732,2.101443455721675,-4.209545250786091
intensification,1469543.8022233446,118678.9908587731,2700014.365090573,246039.92435627407,3.5579706728506806,0.3196955479061141,-2.7148016865902442,0.1096633909701152,3.2179369237166724,-0.25562844079730856,-19.95664035313713,-2.7309261038205754,-3.6535072891848723,-0.5267164952891635,-3.838425333602741,-0.3016256469463526,-6.664604382172759,-1.0121036793847824,-3.1786960365626182,12.448866984703933,-0.256029363085043,-1.1056426531245667
mature,934207.6785482052,251886.73651100023,2447521.645994904,491601.206319326,-2.6996185395885353,2.0508162120332423,-1.5712567246491629,10.460474339458123,3.5817142467134366,4.45257206280658,-24.803020696619694,3.457593697246151,-2.5360070948043143,5.893223330884926,-4.005962310402624,5.825073041525062,1.8167862526014913,7.417439969165234,-8.236478884671351,30.89068221345888,9.78215910614336,-8.0718847921882
decay,811472.1962861514,172207.45406147704,1740490.7086663947,365675.26132954896,0.9992949781562867,1.1897674873486768,0.6069586565791015,4.499286875762967,4.289861169940757,-2.9249543845503267,-7.165154888055172,-0.7046714475499583,-1.4515446394629927,2.4383386811797108,-0.5749231754969347,-1.6979653026044585,-2.4119448230309843,-1.810397811573999,-2.6757218799327283,3.1469564302888005,4.5365084703601575,-4.998054583207906
