,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,559136.1355784972,242382.3371631548,1971940.6827539485,264539.958756853,-6.652531609432445,0.22150795365620501,1.432310554823193,3.434971302114281,2.0434054128124046,2.3648923028643685,-7.877346884605998,0.13305999540854802,-1.9234833410666774,0.9114488600799076,7.353424300355195,1.5204286955484059,3.4491733393886745,-0.8797290427841727,-1.121004768233448,16.546741278603925,2.3689997411421135,-3.015449785483809
intensification,1202040.2217609338,224748.44477492958,1961672.852641019,377925.82729267335,-1.3047055201628344,0.7083019729711112,-1.8088097414247168,2.410914530534845,2.144773883101845,0.8377632544875759,2.236967410451558,-0.03817980611405229,-1.1152374803855623,-0.06779455768085053,0.9163847884630573,0.038111624878938044,-0.07295903021086411,0.15599889281774412,-1.8247926418305107,0.8035888209251287,0.902960927955096,-4.025545573027765
mature,1351141.9579199462,270777.9276269988,1992454.157030575,405275.49890846486,-5.448700339775139,1.3347109856618882,-6.11709374891258,4.099448426974505,3.6693114623308514,0.5250025096191512,-7.215344208008228,-3.4266452089838744,-5.2619818677228665,0.08471007228860088,1.8866867676852426,0.5557165774316194,-0.2946958467431789,1.5390129359334337,-5.89661404875886,18.486442449952765,2.7954515091250856,-5.250884030969776
decay,1426606.3171321324,378570.4881624975,1649750.0410102727,663659.3441986106,1.632865960537436,0.2140444296637351,-8.113241882228222,-0.8534691998489352,9.528933306169735,1.1905448865524648,-11.850101070223761,-1.6287490200674757,-6.29951768739186,-1.2955636608035066,0.8656220432876727,1.3123292447101929,-2.7933046015974696,1.2881419138010257,-6.816400872680892,15.537172390317073,-0.9457292713549419,-4.342881748510784
