,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,10165.311554556294,173070.41692129045,355857.4431311411,178633.4433708755,-0.14184908045229874,0.19319353112058113,0.4850826625832028,1.7922144514297007,0.42978062421181834,1.6721902470609558,1.577293689715645,3.152863327317659,0.07631435617367213,-0.3357804308070549,0.11324904124641089,0.002978024869894086,4.301754081650796,-0.5076520704014548,-0.26518713229712504,2.381226809804246,-0.07019130188194177,-4.967647186565612
intensification,59350.10387690635,258338.502585914,2761471.3139594686,488321.37270487007,-0.6911968559719162,1.3994222918397086,-0.979124741579413,6.288487773667975,3.503033945218404,2.3342676838042107,17.162618598307766,3.0444737611049177,-0.24480492890829564,0.2718905234752929,0.19136875867849845,-0.1470915201571569,14.333867917197656,0.5460280104177476,-2.6034397506721123,-1.1584290835587845,2.407706277866899,-9.766058265934559
mature,80583.47547275515,159305.8610922182,4625604.890014059,351797.1945896433,-0.5417991341785611,-0.6156544179417409,0.0856801325464878,0.07459928660429757,-1.9158237568354028,2.8640373374243753,-6.752779213883587,-11.77412736314038,-0.1187360085079164,-0.3287396930683041,0.17717049274089866,0.7271523331158148,1.0023911757558766,-1.880974438968959,0.9355406974559998,8.211289391271537,-1.4466312997625215,9.904233770113612
decay,108986.6864968686,265834.5518589492,5116337.733354105,285942.94381900143,-0.9306254447313755,0.4866025968602249,-0.22265915943569228,3.3075336107549194,1.2778964250373086,5.863889665159527,-12.92257256139352,-5.118648590158533,-0.5372317245813673,-0.1151252165171209,0.49109194761742886,3.337127778323481,9.541881857520645,1.2939900437069791,-1.2308273252910307,23.617739023081235,0.2941691270586473,2.8824458636749006
