,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,1178297.0720037657,109079.49196854651,1730911.5183220136,544475.534915241,9.08228839735501,1.36949819837952,-4.799844728101048,3.752235541824631,4.419692285262173,-0.06642816981264126,-20.800019950508897,4.068901632510709,8.645219963506673,1.901549970764242,1.269150715910224,1.0333138540828652,1.717745297359485,7.3278550561900335,7.30124502638258,18.235321578614425,3.482479367340618,-5.293126846246355
intensification,963441.7201299659,199099.87305844013,1640257.3543766672,896485.558949615,2.771071654643711,3.2785866514347326,-7.511528805874556,13.131665840802283,7.873346302751111,-2.9621924144648997,-15.824012580619751,-9.342632161804746,1.3732536283191095,8.409807182060504,-1.572077407067463,1.1443241106703343,0.5350565458412113,1.3067110486212297,-3.3957654037401293,21.099526277691808,13.959595714502784,-9.993851436250864
mature,1087088.964614768,159195.85099002247,1972643.8180160625,442136.8659095426,0.7878696579436025,1.3464952556710654,-1.8962519620726161,1.8307408701485917,8.156260606512687,-2.843675015329462,13.669016070832747,-16.27441741912966,-0.8757648217188867,0.09196365112847396,2.924487508816453,-1.8862272437152483,8.629487560625304,-10.953936339948726,-3.0974081840815653,-3.931146206078431,1.44169338609174,1.5934882469597256
decay,1248859.247558308,198451.70866386982,2120122.118696008,480932.9146715818,-6.313795342631332,1.3522972583584658,-2.1202658145966455,3.373583886749832,-0.11485647618186767,0.0064157554239392175,8.819646407400331,2.4015218867102326,-4.365601403757319,0.8729974847257976,-1.6902897257315572,0.26943182011471417,-2.841051027430155,3.062740976324783,-6.536931333822557,-3.2266362776025077,2.284302693082141,-4.832630611731927
