,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,41469.22035343164,235680.94819156823,625291.3021303089,162874.58738995984,-0.103986353902037,0.5902324837282704,0.4340478801765319,0.3105031766522781,1.2437256409137274,0.9317582503764964,4.86134458144851,0.2989950372945682,0.3794130134230605,-0.0463518941017912,0.1730428972411203,2.0497333583319803,4.180439657054958,-0.1692744882608854,-0.5844366138463737,-1.0109664506680462,0.8382458008794917,-0.3447248220312
intensification,35371.49223703442,289195.55312771845,745911.1460523098,488748.7356597826,-0.2065185351879649,0.9624041835362358,9.21561386007007,2.5930836264837223,2.464761548451435,0.011564490011583514,-3.2981289454838176,12.895077007452867,-0.05948368313890049,1.139678086460706,0.035157621417671654,0.9074296261475583,1.664624808769813,7.548603742885526,-1.6737182786854927,-4.046341570628475,2.526544579083461,1.276056969019009
mature,54192.26754654827,412061.99206325895,932490.8236716541,1283865.9399525183,-0.8391536767273798,1.9586292846465239,24.77244840712904,12.704886776907431,5.711760414488681,6.699809692371986,-19.459275762444562,17.638756160872845,-0.3851482126745977,4.395375336680422,0.8254301382326926,4.128537240948677,5.502449854555662,12.423842451326813,-3.7668546683368445,1.0284308865985654,8.174985040837598,6.8526479206755795
decay,75941.68487463643,453927.3120945362,1013416.9779294456,1360479.5767283684,-0.8194623081624189,4.498086745219347,13.142166094076073,20.372345871530992,11.484447822522197,0.7375186302895208,-18.739576321939264,-10.84144640103552,-0.4238928407871598,7.141540544902286,0.18417413670297242,-0.744547302034255,0.9245663404613612,-5.105682937454046,-7.621649248762296,7.341438876486974,14.392193193987868,-1.494416313873447
