-8.456672905059361423e-01,4.449278531853734009e+00,-1.443355300138014163e+00,-1.815798339920321469e+00,-2.258948818732497976e+00,4.715421090546482175e-01,4.136528189342132400e-01,-1.702336128440186558e+00
-4.496809726018017095e+00,-1.400481782656701313e+00,-1.648291302763979838e+00,-9.699135916395822121e-02,2.708393916326428674e-01,-4.580797445604715135e-01,-2.032008027150898899e-01,-2.431419511233886277e-01
6.697424934081530168e+00,1.625452950852989131e+00,-1.692123693029217391e+00,-1.209616195964317686e+00,-3.327955400727430568e+00,-8.977816724909466473e-01,-2.135428355612185858e-02,1.103716473536096698e+00
-2.055315988169665875e+00,-1.022049136576298034e+00,-1.502578655024964460e+00,8.879542747562675364e-01,-1.288830807796383038e+00,2.853452862012184066e-01,8.954320813466515316e-02,-1.159408616207083798e+00
4.227085581028190986e-01,1.000216861627271525e+00,-1.044442390393876430e+00,-1.952370794267033638e+00,6.222121233349909852e-01,2.078429536520838283e+00,-2.083730553443185141e+00,8.577442340096448348e-01
-4.641634306437449453e+00,-1.353029065315157986e+00,-1.098240721278981313e+00,-1.741310327360909627e+00,1.271222025899388486e+00,-3.633739711303224929e-01,1.554099260154054307e-01,-1.659609254025584402e-01
3.059318881908165699e-01,4.702657008382016279e+00,3.812756729334492584e-02,-2.586275853513567036e+00,-1.718857540899024317e+00,-2.380258323035937540e+00,2.312274301458683012e-01,6.153999610984173252e-01
1.367332723316719401e+00,6.218028160087497369e+00,3.260660959389639846e+00,-3.003377998980319763e+00,-2.492383163276902791e-01,9.093223815126667831e-02,7.287550306575760750e-01,4.186148409422974503e-01
2.487513688212149299e-01,-4.578749965365092933e+00,9.899571204196021545e-01,2.733381754091578575e+00,1.330791653407047970e-01,9.996625798549130248e-01,8.601735270711282633e-01,-2.274804953234929317e-01
-4.183363188803553179e+00,-2.461418175530198926e+00,-3.084655227782792331e+00,-1.814262382187662226e+00,-1.682450145094092964e+00,4.816931206960371470e-01,-9.650972286296491953e-01,8.472698887091190123e-02
3.663425638401302531e-01,-2.654171326286824950e+00,-5.055810225186763596e+00,1.006929768962248062e+00,-3.104219486666171868e+00,6.102720820907603372e-01,-1.416685256978918561e+00,9.549646396618348687e-01
-3.847467570858781549e+00,-1.540809244015856727e+00,-1.850301462986824408e+00,-1.913143992213593325e+00,5.589969098439442341e-01,-4.037087711806155443e-01,3.374161942753183818e-01,-5.059234092657469706e-01
-5.209736602786591675e+00,5.706538058660751034e+00,2.410286153095125616e+00,3.677036832257038479e-01,-4.144535017232383822e+00,2.406988611809389167e-01,-5.856617721248190689e-01,-1.685414179777897425e+00
1.907133839060520364e+00,1.107709513074336094e+01,1.481348285947309051e+00,3.105748777629490087e-01,-2.953109608794586727e+00,4.187968643610431307e+00,-2.328402445575755042e+00,-4.157642516964604518e+00
-2.729982375056035249e+00,-2.033738297499424696e+00,-3.566926698442211219e+00,3.504505425593482659e+00,-1.239611840790066921e+00,2.043411586393997670e+00,-1.555117706875205119e+00,4.079901664952184093e-01
-3.230291633276211716e+00,1.499815018866972396e-02,-2.770972691571111923e+00,1.218690748285109926e+00,2.128047716565820924e+00,-1.392880619328637770e-01,7.932487378689422330e-01,3.463468975315519005e-01
-4.731615397559032488e+00,-1.628322954786326049e+00,-2.360292484080560360e+00,-1.830792752918970479e+00,8.129354813251696843e-01,-9.443045145462942991e-02,-1.251963921564771230e-02,-3.860855946992640675e-01
-3.324312635566127661e+00,-1.382217917420571096e+00,-4.268192211615232101e-01,-1.684962585690205517e+00,2.466268944990252510e-01,1.959658092755953707e-01,3.016717102743879386e-01,-6.217807014892883233e-01
-2.249945046362378687e+00,-7.426243706214643581e-01,-3.200329772760217573e+00,-2.008117523190521947e+00,-4.265984095293910983e-01,-2.381156508949762718e-01,-1.450452390675370240e-01,4.131064689787314337e-01
5.080840065567967301e+00,2.926507321644398196e-01,2.393587571733100994e+00,2.329872852706111885e-01,5.863677171354544804e+00,3.060095700749584924e-01,2.606720780745953037e-01,-3.957327207566707195e+00
-4.009961718491972249e+00,-2.015506200653630398e+00,-1.863388920058934639e+00,-1.970124937701100976e+00,-3.221742260577465933e-01,-1.907804017325109847e-01,-1.020444041504387639e-01,-1.062722169433652608e+00
-4.170918259650013837e+00,-9.353228866498610738e-01,-1.481047123668897791e+00,-2.171760143014050737e+00,4.185367739331731785e-01,-2.966162993719845264e-01,3.209349935389607111e-01,-4.024673772588923115e-01
