track_id,date,lon vor,lat vor,vor42,region,period,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
20141147,2014-12-20 13:00:00,-42.65021,-27.67853,1.44454,SE-BR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20141147,2014-12-20 14:00:00,-42.73529,-28.26883,1.6223,SE-BR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20141147,2014-12-20 15:00:00,-42.37982,-28.48682,1.79669,SE-BR,intensification,282677.6937751502,71209.27135489364,1161383.7794478906,140564.57937151843,-1.2910612272891433,0.0767440912898271,-0.9847972868767984,-1.189406366727524,-2.809456284377376,-0.7372796684115877,10.767285530080716,2.20230256247231,2.568606130748755,-0.8883978969650723,-0.8139524675697294,-0.6364642744047537,-2.585105703549833,1.2410101705845833,-1.7482111733309338,2.333410668219281,-0.9899665551717742,-10.239638189245708,0.7121393809788199,0.3357171855976961
20141147,2014-12-20 16:00:00,-42.07709,-28.61074,1.87975,SE-BR,intensification,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20141147,2014-12-20 17:00:00,-41.8046,-28.76529,1.98983,SE-BR,intensification,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20141147,2014-12-20 18:00:00,-41.61899,-28.97488,2.14811,SE-BR,intensification,254758.552176812,84612.18119720714,1142503.0987759165,165765.41458828666,-1.945531674408367,-0.0112922435346286,-0.5396246649851032,-1.229609854575105,-2.868970782286646,-0.7201336391723002,10.322321028225838,3.064373896864227,2.229316029178122,-1.6057360040755029,-1.1471164064974526,0.3916265854118396,-2.4993860433082,0.6133305562802687,-0.1476540079321475,3.2821130414951822,-1.58723917896455,-7.984818696764515,0.1151465844120924,0.9077243342209568
20141147,2014-12-20 19:00:00,-41.42935,-29.22034,2.15897,SE-BR,intensification,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20141147,2014-12-20 20:00:00,-41.19635,-29.48797,2.11907,SE-BR,intensification,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20141147,2014-12-20 21:00:00,-40.88211,-29.92606,2.14781,SE-BR,intensification,228690.9552396931,84457.21137054745,1158194.4528765562,211458.2210678144,-0.4861162064892977,-0.2308926662928843,-0.5728611757359614,-2.0262926814084707,-2.775529666432425,-0.5649455306526114,15.148349922652711,3.4395331442601464,-0.2042576908144102,-1.730052724354401,-0.3571570568710875,-0.9619881201322288,-3.237727713668363,0.6036515653049989,-0.5164065786073829,2.24618041841182,-1.17920692001812,-14.605779119034835,-0.626802919157976,0.2600787798241826
20141147,2014-12-20 22:00:00,-40.19403,-28.864,2.30401,SE-BR,intensification,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
