,Ck,Ca,Ke,Ge
incipient,-2.664149715404777,1.1200440455263894,338353.8500959773,-0.2317400201283541
intensification,-8.022561778866358,2.461064724771515,616664.6948061215,3.9815882008171295
mature,-17.303130708088997,3.096376698290106,1145402.6767354608,3.7195782195478486
decay,-16.965065148212886,2.4632557503060757,1142318.5960493921,2.4262772513553337
