,Ck,Ca,Ke,Ge
incipient,-0.7452462910970508,0.50126729232267,275911.45417654584,2.454977632875848
intensification,-4.900733364408719,1.6794137128852082,482252.629790525,4.986469728758492
mature,-6.726963859365436,1.5520100719834766,620512.4615970624,3.0222745373686397
decay,-2.002067781583662,0.6586092174314674,427032.44128204405,1.4294861269693095
