,Ck,Ca,Ke,Ge
incipient,-1.1063889529729625,0.3269306563253286,206628.7968474064,1.1298564129889608
intensification,-2.633325928955882,0.6600275280503216,275443.8033976179,2.635052573217351
mature,-2.3723569096222756,0.3970021420622356,292717.1510828135,1.972967733750628
decay,-1.2326767504786968,0.1819038005116302,244975.28081570595,1.064043878249307
