,Ck,Ca,Ke,Ge
incipient,-1.9560136390870158,0.6303001931193256,307471.14018704667,3.7838994930736005
intensification,-9.717262354220384,3.239204750856639,745319.0212035908,8.548754136037623
mature,-19.457229067625956,2.9788872507985147,1246725.6820074632,3.942122543980057
decay,-5.285864422531955,0.6790265222891163,418905.86273714487,0.9729298352271405
