,Ck,Ca,Ke,Ge
incipient,-1.641647219899808,0.783825048234436,301396.39471004024,-1.8701436162730491
intensification,-4.123546200376858,1.4758378640573964,459600.49733148824,2.2148148606595064
mature,-5.366211641244768,0.9444083415013952,501913.6709369286,1.4828424690596944
decay,-3.9076269887144752,0.45476485513146314,367133.8940392754,0.7158029992659765
