20150108,Ck,Ca,Ke,Ge
incipient,-0.2861239741995868,0.30282068342438906,208785.0349042293,-2.1060974003707535
intensification,-1.6938618277644597,0.6145069765017733,240684.12136879767,1.1294371671151922
mature,-1.985381620908662,0.38738992245354187,221335.87522161557,0.6169890975573813
decay,-1.2997425112566736,0.16063714489983216,198296.50242732296,0.4571111375962674
