,Ck,Ca,Ke,Ge
incipient,-0.7084380077816538,0.29781976979662,178457.14189410882,0.7395233942282045
intensification,-1.379034866443861,0.4838042658354592,226616.8465390655,2.111061846581685
mature,-2.352692553521961,0.4679624687239131,246274.1221635354,1.7868845210808926
decay,-1.482561148188625,0.2925445948865979,223802.59743547998,0.9950150143866086
