,Ck,Ca,Ke,Ge
incipient,-2.2489037701972685,0.7525565977460567,217747.072958636,0.926772878627514
intensification,-6.478749989846536,1.8029410705051914,440226.9372632567,4.223621151203693
mature,-11.823179529382461,2.308032329009561,749798.3490284603,3.605535067606107
decay,-8.943379800670774,1.4625080807022837,555962.1739928763,1.4551884781664817
