20200994,Ck,Ca,Ke,Ge
incipient,-2.138457409107,0.6556994636537257,211485.4465018127,0.7545314211061726
intensification,-5.977945793988294,1.6139261598483539,422831.838308112,3.8308896200625684
mature,-10.302875508304218,2.0770762741406488,718231.9899899566,3.7336309402458827
decay,-9.322534847196174,1.5160747579858025,565718.2807037658,1.5689558371670158
