20200994,Ck,Ca,Ke,Ge
incipient,-4.011444479398077,1.7951235134563817,426366.96362103126,1.9409592888873637
intensification,-4.067910222992593,2.058186436020902,584495.2864195595,5.005884434146882
mature,-6.239847878886003,1.1389865118659248,488798.49207934533,2.5067585046784187
decay,-1.874117127203599,0.36607567266467333,256861.92509934306,0.6743618325143033
